Intensity	Wavelength
2.725594963023518278e-31	1.584449999999999932e+02
4.764450576716618567e-31	1.584480000000000075e+02
7.750118469666189439e-29	1.584499999999999886e+02
8.590685998182975401e-31	1.584550000000000125e+02
2.611120832341349092e-30	1.584559999999999889e+02
5.386984674000446604e-33	1.584579999999999984e+02
1.179982932869853952e-29	1.584590000000000032e+02
1.273118471388794115e-30	1.584749999999999943e+02
2.057008892488493614e-29	1.584749999999999943e+02
3.009571506935416895e-31	1.584759999999999991e+02
9.851493472217405653e-31	1.584799999999999898e+02
1.251320995379059845e-30	1.584799999999999898e+02
7.027530667887434135e-29	1.584809999999999945e+02
1.002581559317733927e-29	1.584939999999999998e+02
1.534282854897107807e-32	1.585089999999999861e+02
2.352328465120737064e-29	1.585120000000000005e+02
8.305432134376131903e-30	1.585130000000000052e+02
4.607080208536054528e-28	1.585130000000000052e+02
4.765855464952928607e-30	1.585209999999999866e+02
4.478661514547775245e-33	1.585209999999999866e+02
7.023246840259617667e-32	1.585229999999999961e+02
1.168076800339979734e-31	1.585279999999999916e+02
4.263828663743392498e-30	1.585320000000000107e+02
2.703136338209431620e-30	1.585329999999999870e+02
1.203607158110088318e-30	1.585339999999999918e+02
3.628761804313250309e-29	1.585339999999999918e+02
9.778450400402228374e-32	1.585399999999999920e+02
2.174953265022917446e-30	1.585440000000000111e+02
3.123531412907782888e-30	1.585449999999999875e+02
1.311248077805595227e-30	1.585449999999999875e+02
1.012295468170132456e-30	1.585469999999999970e+02
4.294560291410967177e-29	1.585529999999999973e+02
1.791729393299017232e-33	1.585550000000000068e+02
1.904876437587772296e-29	1.585579999999999927e+02
4.204495823351004500e-31	1.585610000000000070e+02
1.575232886565345575e-30	1.585639999999999930e+02
2.473986047019788865e-32	1.585680000000000121e+02
2.188274339361071538e-30	1.585699999999999932e+02
4.148208045236829952e-29	1.585699999999999932e+02
1.230426115380513671e-31	1.585749999999999886e+02
5.879324360586367565e-30	1.585749999999999886e+02
2.110759172722049815e-31	1.585769999999999982e+02
4.067370889321159141e-32	1.585769999999999982e+02
1.696378048793588909e-29	1.585790000000000077e+02
1.643843382970547008e-29	1.585819999999999936e+02
9.341579959851813390e-30	1.585840000000000032e+02
9.910003993762350578e-31	1.585860000000000127e+02
3.924308126207733746e-29	1.585860000000000127e+02
1.674396764226723958e-31	1.585869999999999891e+02
4.805884105424013976e-31	1.585900000000000034e+02
4.038822851852978929e-30	1.585949999999999989e+02
2.594555730826817389e-31	1.586009999999999991e+02
6.671951017453990261e-32	1.586049999999999898e+02
5.362878721078262410e-30	1.586080000000000041e+02
5.062417311884705592e-31	1.586080000000000041e+02
2.126231096868110265e-32	1.586100000000000136e+02
2.123727938238114356e-32	1.586169999999999902e+02
2.375842504819711495e-29	1.586169999999999902e+02
6.479765203438908488e-33	1.586169999999999902e+02
9.246775725892389328e-31	1.586200000000000045e+02
8.450926911304386711e-30	1.586220000000000141e+02
1.447645513891185431e-29	1.586270000000000095e+02
2.871874211662514444e-29	1.586289999999999907e+02
1.217493237511561076e-30	1.586310000000000002e+02
6.777962895339135094e-30	1.586330000000000098e+02
2.337082013594042414e-33	1.586359999999999957e+02
3.268156796047758501e-32	1.586419999999999959e+02
3.458246622367257807e-32	1.586459999999999866e+02
9.404348622723740348e-31	1.586479999999999961e+02
1.053513240496429766e-29	1.586490000000000009e+02
1.156014761492743165e-29	1.586529999999999916e+02
4.862779992201052314e-31	1.586709999999999923e+02
7.634479213770846975e-30	1.586719999999999970e+02
3.325094832847593386e-30	1.586800000000000068e+02
2.497378934972928328e-31	1.586810000000000116e+02
6.696770726569589346e-32	1.586819999999999879e+02
1.912263434709358488e-32	1.586850000000000023e+02
1.395925763145577687e-30	1.586910000000000025e+02
5.532286915586616613e-31	1.586920000000000073e+02
8.897166595620352090e-32	1.586980000000000075e+02
2.810589215523565879e-29	1.587019999999999982e+02
1.255126585933572828e-30	1.587030000000000030e+02
9.160908860195412648e-32	1.587030000000000030e+02
4.730910530146051352e-31	1.587040000000000077e+02
3.295852563734621724e-28	1.587069999999999936e+02
3.746585086293679123e-31	1.587079999999999984e+02
1.311590511826684543e-30	1.587079999999999984e+02
6.837164100945590070e-30	1.587100000000000080e+02
1.040550229836385739e-29	1.587139999999999986e+02
1.261985605025054433e-30	1.587150000000000034e+02
5.580568384947927880e-30	1.587179999999999893e+02
4.078357005645369664e-31	1.587239999999999895e+02
1.871593570482069372e-31	1.587319999999999993e+02
1.196738887232374034e-31	1.587319999999999993e+02
1.710935455542725943e-30	1.587340000000000089e+02
5.500600598362765932e-29	1.587350000000000136e+02
1.257853113022672594e-31	1.587359999999999900e+02
2.436478107346456707e-31	1.587369999999999948e+02
1.113035693339466584e-30	1.587369999999999948e+02
3.974110997857032078e-32	1.587400000000000091e+02
4.253786778209087111e-32	1.587599999999999909e+02
1.175940495048996715e-29	1.587640000000000100e+02
7.892901018802745836e-32	1.587649999999999864e+02
2.188213654101525041e-30	1.587669999999999959e+02
6.853038397611856247e-32	1.587680000000000007e+02
2.181602027919374973e-30	1.587709999999999866e+02
6.725348273391941791e-31	1.587709999999999866e+02
1.807129601632350372e-32	1.587709999999999866e+02
8.570383537356871450e-32	1.587719999999999914e+02
3.949331847041040553e-30	1.587740000000000009e+02
1.430093569090178463e-31	1.587820000000000107e+02
2.097990308904739246e-32	1.587829999999999870e+02
1.162356515490140828e-31	1.587949999999999875e+02
5.910328626827851339e-30	1.587969999999999970e+02
2.963311141186929465e-31	1.587980000000000018e+02
2.058709704000609477e-30	1.588019999999999925e+02
9.439335720388777604e-31	1.588019999999999925e+02
5.368335779135601862e-29	1.588129999999999882e+02
1.379247997757316616e-33	1.588149999999999977e+02
2.604382034341893375e-33	1.588180000000000121e+02
2.931665940267130915e-30	1.588220000000000027e+02
8.363525352727071453e-29	1.588240000000000123e+02
5.271402211656304799e-31	1.588360000000000127e+02
6.167111282134161512e-30	1.588360000000000127e+02
4.242840770179502445e-32	1.588400000000000034e+02
1.713642076818018735e-30	1.588410000000000082e+02
7.712786013120419188e-31	1.588410000000000082e+02
1.509594895095824101e-30	1.588429999999999893e+02
4.651475898325087379e-30	1.588470000000000084e+02
4.372376391342295954e-30	1.588609999999999900e+02
3.884132281699516491e-32	1.588689999999999998e+02
1.713094095829384810e-30	1.588859999999999957e+02
8.546170625334161621e-31	1.588919999999999959e+02
1.721845431680228777e-30	1.588930000000000007e+02
1.288233542015176755e-30	1.588940000000000055e+02
6.661873516173843747e-33	1.589029999999999916e+02
1.822344610266455945e-31	1.589039999999999964e+02
2.448634107810306101e-30	1.589149999999999920e+02
1.166193856545500109e-29	1.589199999999999875e+02
1.405390077929413276e-30	1.589209999999999923e+02
2.312190099428503581e-32	1.589209999999999923e+02
6.027136873954108216e-33	1.589250000000000114e+02
1.478070901207190824e-31	1.589319999999999879e+02
2.238560389109314856e-32	1.589319999999999879e+02
2.616022016100646571e-31	1.589370000000000118e+02
5.846965651432156694e-32	1.589389999999999930e+02
7.298766221979283023e-31	1.589459999999999980e+02
4.264571100176673113e-28	1.589559999999999889e+02
1.872144743268870825e-30	1.589639999999999986e+02
2.988018204165418979e-29	1.589660000000000082e+02
1.075864492920031872e-29	1.589660000000000082e+02
6.677886618771510304e-30	1.589720000000000084e+02
2.156801046419578158e-29	1.589850000000000136e+02
3.827266778398145752e-33	1.589859999999999900e+02
9.287060978140892511e-32	1.590039999999999907e+02
2.977132857044178455e-30	1.590039999999999907e+02
1.699129110236985130e-27	1.590049999999999955e+02
6.021190300428728920e-31	1.590060000000000002e+02
2.241873298417113778e-30	1.590089999999999861e+02
4.494043517958193043e-30	1.590120000000000005e+02
8.722448641563199105e-31	1.590229999999999961e+02
3.479523082474848941e-31	1.590260000000000105e+02
6.450680094346754353e-31	1.590320000000000107e+02
9.970282135716891124e-33	1.590349999999999966e+02
5.365776718034276637e-29	1.590370000000000061e+02
1.548698591433694416e-29	1.590440000000000111e+02
2.041038241497861346e-32	1.590490000000000066e+02
3.108824123793050696e-30	1.590509999999999877e+02
1.242639384344022781e-29	1.590550000000000068e+02
7.476536304478195169e-30	1.590600000000000023e+02
1.823856652618959709e-31	1.590639999999999930e+02
9.919308757538413202e-32	1.590689999999999884e+02
8.702155365468631939e-30	1.590709999999999980e+02
1.666295885099431960e-30	1.590709999999999980e+02
5.620796574815573160e-30	1.590709999999999980e+02
2.876935410028265112e-33	1.590720000000000027e+02
6.276699355612947854e-31	1.590730000000000075e+02
4.512778692825381910e-30	1.590740000000000123e+02
1.547679575588011889e-29	1.590790000000000077e+02
3.049733992359897194e-31	1.590819999999999936e+02
3.098996220235786864e-31	1.590840000000000032e+02
1.128155721190004714e-29	1.590860000000000127e+02
6.128734140932284187e-28	1.590900000000000034e+02
9.307854649549517086e-32	1.590920000000000130e+02
1.126286556937395893e-29	1.591020000000000039e+02
2.312632303239452619e-30	1.591059999999999945e+02
1.314828850240866483e-30	1.591150000000000091e+02
4.403169191314944018e-32	1.591200000000000045e+02
1.014628387805264473e-29	1.591200000000000045e+02
1.271719458627760445e-30	1.591200000000000045e+02
2.779470928459723975e-31	1.591220000000000141e+02
3.541863701441561482e-32	1.591220000000000141e+02
1.911697007289936194e-29	1.591419999999999959e+02
9.532463445244427300e-30	1.591430000000000007e+02
1.190291417620611232e-30	1.591469999999999914e+02
2.918330082878484446e-29	1.591510000000000105e+02
3.665255562648487099e-30	1.591510000000000105e+02
9.448919388453883066e-32	1.591539999999999964e+02
4.392552426656876816e-31	1.591539999999999964e+02
1.731507981943970992e-28	1.591550000000000011e+02
1.454711859977278808e-31	1.591570000000000107e+02
6.890858390353517160e-30	1.591750000000000114e+02
1.519179211990671640e-29	1.591769999999999925e+02
8.971138843514768065e-30	1.591769999999999925e+02
2.797369533340574820e-31	1.591839999999999975e+02
5.746348276278956950e-30	1.591930000000000121e+02
8.258051560592155970e-33	1.592009999999999934e+02
2.967246348866317694e-31	1.592009999999999934e+02
1.211990658062991087e-29	1.592069999999999936e+02
4.082217489076701951e-32	1.592079999999999984e+02
1.001943209742638741e-32	1.592090000000000032e+02
5.222702249343204362e-29	1.592119999999999891e+02
2.477198480522444072e-30	1.592290000000000134e+02
1.646102116613605948e-30	1.592340000000000089e+02
1.279716241004388448e-30	1.592379999999999995e+02
2.570953188768700207e-31	1.592429999999999950e+02
3.095519653329027639e-31	1.592500000000000000e+02
1.174067465597385231e-30	1.592599999999999909e+02
1.878217709228138762e-30	1.592599999999999909e+02
1.209807102735355595e-31	1.592609999999999957e+02
4.140248849038266643e-33	1.592649999999999864e+02
1.321364018148765915e-30	1.592659999999999911e+02
1.423380890310133356e-29	1.592690000000000055e+02
8.752508515878116851e-31	1.592709999999999866e+02
7.588749021471078787e-30	1.592729999999999961e+02
4.958432045283460093e-30	1.592800000000000011e+02
3.187411048925328111e-27	1.592810000000000059e+02
6.442095812683927426e-32	1.592839999999999918e+02
2.151685552322299761e-31	1.592839999999999918e+02
2.393025096645454700e-31	1.592860000000000014e+02
7.566807672677425307e-32	1.592920000000000016e+02
3.133085641058868311e-30	1.592940000000000111e+02
1.371715565437445129e-31	1.593029999999999973e+02
1.187570214279490588e-31	1.593040000000000020e+02
3.442587337282766090e-30	1.593170000000000073e+02
2.151907055785387496e-29	1.593189999999999884e+02
3.017690363250973083e-28	1.593199999999999932e+02
4.139564977505835547e-31	1.593240000000000123e+02
2.325412160589989455e-30	1.593249999999999886e+02
2.165450246074393110e-31	1.593290000000000077e+02
3.454869695258116838e-30	1.593309999999999889e+02
7.182080089807943157e-32	1.593369999999999891e+02
3.279174983380002488e-33	1.593420000000000130e+02
1.678915779483648880e-29	1.593420000000000130e+02
4.237610525459697137e-30	1.593429999999999893e+02
5.294487804508985121e-32	1.593530000000000086e+02
3.453811629415191885e-31	1.593540000000000134e+02
3.353667349381731841e-30	1.593640000000000043e+02
1.397157810743946810e-30	1.593729999999999905e+02
1.310808376762967336e-31	1.593919999999999959e+02
2.391312213092629975e-29	1.594010000000000105e+02
9.198812790912931262e-31	1.594039999999999964e+02
1.660072970861002508e-30	1.594060000000000059e+02
7.268833198627144201e-31	1.594079999999999870e+02
1.581269798590191282e-29	1.594089999999999918e+02
2.100824960314272737e-34	1.594159999999999968e+02
7.496983574028623735e-30	1.594180000000000064e+02
2.786105019426314744e-31	1.594240000000000066e+02
7.727300040501636377e-33	1.594269999999999925e+02
5.066760703585048189e-32	1.594300000000000068e+02
2.298351217125514089e-32	1.594310000000000116e+02
1.245210207209027101e-32	1.594310000000000116e+02
6.302535784181445071e-31	1.594370000000000118e+02
2.988298437896044739e-30	1.594449999999999932e+02
5.404727582027500248e-31	1.594449999999999932e+02
5.213425621597358077e-30	1.594519999999999982e+02
4.531308087722992991e-30	1.594550000000000125e+02
1.010300071427896155e-30	1.594590000000000032e+02
8.742134603238578014e-31	1.594600000000000080e+02
2.274189244606508799e-30	1.594650000000000034e+02
3.242903370687440791e-30	1.594699999999999989e+02
4.357527449387194693e-31	1.594710000000000036e+02
4.165712096824399267e-30	1.594749999999999943e+02
9.083230493415568390e-32	1.594759999999999991e+02
2.665759672167813265e-30	1.594850000000000136e+02
2.274019614056855903e-28	1.594879999999999995e+02
1.225207174270705276e-30	1.594890000000000043e+02
4.931319724208767341e-29	1.594979999999999905e+02
3.440170342546706150e-30	1.594989999999999952e+02
7.287817425891656146e-30	1.595020000000000095e+02
1.049844168876842987e-30	1.595039999999999907e+02
1.840606800192207942e-30	1.595169999999999959e+02
1.198805437647770746e-30	1.595200000000000102e+02
1.014355255897130361e-31	1.595219999999999914e+02
6.850432970453867902e-30	1.595250000000000057e+02
1.365449267938038315e-31	1.595279999999999916e+02
1.754335284024160938e-30	1.595300000000000011e+02
2.457099775660712800e-32	1.595310000000000059e+02
4.119808574361353466e-33	1.595360000000000014e+02
3.015817167985446335e-30	1.595409999999999968e+02
8.947807213874215593e-31	1.595420000000000016e+02
6.066523187032517137e-29	1.595540000000000020e+02
3.131709245800724275e-30	1.595540000000000020e+02
3.695511946751180891e-30	1.595579999999999927e+02
7.421275666667241800e-33	1.595600000000000023e+02
6.422827795272093005e-30	1.595689999999999884e+02
4.157088492435781464e-31	1.595720000000000027e+02
1.684596144727513426e-29	1.595720000000000027e+02
7.399290068715947476e-32	1.595769999999999982e+02
1.406977727135537404e-28	1.595780000000000030e+02
9.903449092382817902e-32	1.595800000000000125e+02
1.663233863072789485e-28	1.595949999999999989e+02
2.062356697860001802e-30	1.595960000000000036e+02
2.310298636071630340e-30	1.595970000000000084e+02
5.943755565339245459e-31	1.596169999999999902e+02
5.809923243386081951e-34	1.596200000000000045e+02
5.306939701087945763e-30	1.596320000000000050e+02
4.709865315986715249e-30	1.596359999999999957e+02
5.760092323694544050e-30	1.596399999999999864e+02
1.591623066043873812e-30	1.596409999999999911e+02
1.680001874577963638e-30	1.596659999999999968e+02
9.013433106727958076e-31	1.596690000000000111e+02
6.402366314635880482e-30	1.596699999999999875e+02
1.252347980464381314e-30	1.596740000000000066e+02
1.924814234821774170e-32	1.596740000000000066e+02
1.702926506421954477e-30	1.596839999999999975e+02
2.618880551940677720e-30	1.596899999999999977e+02
7.401756038979003434e-31	1.596910000000000025e+02
1.136530701061723925e-30	1.596939999999999884e+02
6.780390238121647994e-30	1.597009999999999934e+02
2.758480638388340243e-32	1.597050000000000125e+02
2.057049947128341773e-28	1.597110000000000127e+02
7.745877944805188326e-32	1.597119999999999891e+02
2.206872772747911578e-32	1.597239999999999895e+02
2.281701619154259033e-30	1.597270000000000039e+02
6.340995023430538606e-28	1.597359999999999900e+02
1.600663764264786143e-30	1.597429999999999950e+02
3.772613311355301428e-30	1.597460000000000093e+02
1.380311317165721216e-29	1.597470000000000141e+02
3.619250638146907667e-31	1.597489999999999952e+02
4.319140740195770390e-30	1.597510000000000048e+02
3.167228794579900107e-30	1.597570000000000050e+02
3.869643034442369421e-30	1.597570000000000050e+02
1.355941811095380794e-30	1.597630000000000052e+02
1.623092178784554903e-32	1.597649999999999864e+02
2.192440600689201811e-30	1.597700000000000102e+02
3.666325874756166305e-29	1.597709999999999866e+02
9.405027137629788008e-32	1.597719999999999914e+02
1.926541399504147359e-29	1.597740000000000009e+02
7.230341159986910818e-30	1.597839999999999918e+02
4.742807957975254328e-32	1.597839999999999918e+02
9.127656305528983360e-31	1.597839999999999918e+02
2.947660532872490027e-28	1.597870000000000061e+02
5.940044778287911592e-33	1.597909999999999968e+02
4.590264807014710662e-30	1.597930000000000064e+02
1.794989361768425283e-30	1.597949999999999875e+02
1.731994223169512972e-31	1.597949999999999875e+02
1.607061643358603065e-28	1.597949999999999875e+02
2.202341464167176970e-31	1.598009999999999877e+02
1.190028453494808772e-30	1.598040000000000020e+02
4.811816345849618730e-32	1.598129999999999882e+02
2.455817994563591574e-29	1.598180000000000121e+02
2.089494255070389123e-33	1.598230000000000075e+02
2.082796601379341841e-30	1.598240000000000123e+02
7.784399762900850478e-31	1.598329999999999984e+02
2.374657005950286464e-29	1.598350000000000080e+02
1.892725207517993430e-32	1.598389999999999986e+02
2.667351556173823060e-30	1.598439999999999941e+02
1.224923310712120448e-30	1.598540000000000134e+02
8.087120080732617315e-33	1.598650000000000091e+02
2.493263020924391226e-31	1.598650000000000091e+02
2.288298551085078249e-30	1.598689999999999998e+02
3.654027571450952821e-31	1.598770000000000095e+02
4.176305069122051991e-30	1.598770000000000095e+02
4.682492005634661941e-31	1.598770000000000095e+02
6.762530197458824347e-33	1.598789999999999907e+02
1.030769083732440145e-31	1.598810000000000002e+02
4.464050054097530644e-30	1.598820000000000050e+02
7.862149796499657899e-32	1.598820000000000050e+02
1.487175302529753480e-32	1.598919999999999959e+02
9.471197206571055885e-30	1.598959999999999866e+02
8.171846490177056264e-30	1.598959999999999866e+02
2.772599919004976794e-32	1.599039999999999964e+02
2.963023668026621322e-32	1.599120000000000061e+02
1.695259291940643809e-31	1.599190000000000111e+02
1.210562642091704529e-29	1.599209999999999923e+02
3.851138753869091525e-32	1.599269999999999925e+02
4.031968356174812086e-29	1.599379999999999882e+02
1.018303642559334084e-31	1.599399999999999977e+02
6.548123752780836400e-30	1.599439999999999884e+02
1.453088759660413893e-29	1.599439999999999884e+02
1.586854091117911631e-29	1.599470000000000027e+02
5.850844009089791970e-32	1.599480000000000075e+02
8.874086641335579998e-31	1.599490000000000123e+02
2.765161708667054386e-30	1.599559999999999889e+02
4.359588788423537501e-30	1.599600000000000080e+02
1.361162858149403741e-31	1.599629999999999939e+02
7.406163419116899685e-30	1.599660000000000082e+02
9.083093388270943409e-34	1.599670000000000130e+02
6.872065145440352695e-30	1.599759999999999991e+02
1.131564310239062858e-31	1.599780000000000086e+02
1.319594212822588489e-29	1.599859999999999900e+02
1.089986927620666776e-30	1.599869999999999948e+02
2.202144205931428501e-30	1.599869999999999948e+02
2.014663919491054412e-31	1.599879999999999995e+02
1.520689167292088153e-30	1.599879999999999995e+02
4.988408327528132973e-30	1.599900000000000091e+02
6.082785012284371111e-31	1.599910000000000139e+02
6.955157816321869985e-31	1.599960000000000093e+02
3.534004204449372907e-29	1.599989999999999952e+02
3.668488540369837845e-31	1.599989999999999952e+02
1.752712241123110781e-31	1.600010000000000048e+02
1.899159262058445671e-31	1.600060000000000002e+02
5.534899813465272212e-31	1.600109999999999957e+02
2.873831549544243874e-30	1.600109999999999957e+02
6.120331131048603414e-30	1.600120000000000005e+02
9.867197011087095015e-31	1.600130000000000052e+02
1.393079816752279028e-32	1.600140000000000100e+02
6.308590575831775209e-30	1.600169999999999959e+02
1.835512541286894780e-30	1.600209999999999866e+02
8.143928780122107219e-30	1.600219999999999914e+02
2.410914243486510586e-30	1.600229999999999961e+02
5.308411245347791411e-29	1.600300000000000011e+02
1.857286865149803644e-31	1.600320000000000107e+02
2.010588820348204463e-30	1.600339999999999918e+02
7.238233980968599772e-31	1.600440000000000111e+02
6.678936923001620614e-31	1.600560000000000116e+02
4.912432784091238549e-31	1.600699999999999932e+02
2.350203179733569131e-31	1.600759999999999934e+02
5.412160999158819775e-29	1.600780000000000030e+02
2.891157054141876472e-32	1.600809999999999889e+02
7.036287004675331199e-30	1.600829999999999984e+02
7.692973871481901389e-33	1.600869999999999891e+02
7.494326507712400736e-30	1.600900000000000034e+02
1.674360441931673274e-30	1.601030000000000086e+02
1.665822720112896837e-30	1.601040000000000134e+02
2.753500136222086721e-30	1.601140000000000043e+02
8.707168283998902073e-31	1.601189999999999998e+02
4.184556161282223836e-31	1.601239999999999952e+02
1.170214353222585463e-30	1.601370000000000005e+02
6.428091366387797517e-31	1.601419999999999959e+02
5.759626138458609269e-31	1.601450000000000102e+02
1.884349806215457527e-31	1.601539999999999964e+02
1.367385301153861025e-30	1.601579999999999870e+02
8.512557971997311232e-31	1.601599999999999966e+02
1.832711356193288249e-31	1.601610000000000014e+02
2.680563722724306604e-31	1.601639999999999873e+02
7.526002913861518879e-31	1.601659999999999968e+02
2.784447257843631493e-30	1.601670000000000016e+02
1.939356098848223054e-31	1.601740000000000066e+02
4.840377496402843209e-32	1.601810000000000116e+02
6.106136150835882977e-30	1.601930000000000121e+02
9.546031388128439038e-30	1.601939999999999884e+02
1.993664448732914036e-30	1.601949999999999932e+02
8.352792531233123604e-32	1.601999999999999886e+02
8.193639312139707197e-32	1.602019999999999982e+02
5.818979499125057212e-31	1.602199999999999989e+02
4.816421512593883138e-30	1.602210000000000036e+02
3.208275795743934194e-31	1.602210000000000036e+02
4.025876756085100241e-31	1.602210000000000036e+02
2.167998117925851098e-30	1.602259999999999991e+02
4.899965157479058779e-30	1.602350000000000136e+02
8.299473707883214800e-30	1.602350000000000136e+02
3.941095386127139570e-29	1.602369999999999948e+02
2.486799302131072450e-31	1.602410000000000139e+02
2.696646245315856105e-30	1.602460000000000093e+02
3.792156179339400667e-32	1.602470000000000141e+02
1.216558685963857299e-30	1.602470000000000141e+02
4.549964847459279099e-29	1.602489999999999952e+02
4.450838901701439429e-30	1.602489999999999952e+02
3.715278036711137844e-32	1.602510000000000048e+02
9.717970987019590400e-31	1.602580000000000098e+02
2.747878158018768744e-28	1.602630000000000052e+02
1.446958397626664105e-29	1.602640000000000100e+02
5.530212288077536800e-33	1.602649999999999864e+02
2.210323683892219358e-30	1.602700000000000102e+02
6.532331274812846835e-32	1.602719999999999914e+02
1.079101158915092941e-30	1.602729999999999961e+02
8.392028012149287138e-32	1.602839999999999918e+02
6.163432088094748319e-30	1.602899999999999920e+02
8.521232560527264930e-32	1.602930000000000064e+02
2.789017971004581737e-30	1.602959999999999923e+02
2.502979781199482711e-29	1.603050000000000068e+02
3.990014931699204691e-30	1.603120000000000118e+02
5.046836978194129437e-31	1.603139999999999930e+02
8.115195181466408329e-32	1.603280000000000030e+02
5.210118226383597583e-29	1.603340000000000032e+02
1.841155042986347078e-32	1.603360000000000127e+02
9.732187290711934967e-30	1.603389999999999986e+02
1.743169155429394459e-29	1.603460000000000036e+02
3.875474058199619632e-30	1.603470000000000084e+02
4.182438286831619283e-31	1.603470000000000084e+02
2.756571800891718021e-32	1.603520000000000039e+02
2.570971625084415745e-30	1.603549999999999898e+02
1.826885380954784915e-31	1.603580000000000041e+02
1.152714390843136347e-29	1.603700000000000045e+02
5.843102200845461599e-31	1.603750000000000000e+02
1.599885732792668169e-30	1.603779999999999859e+02
4.759889736747806496e-29	1.603810000000000002e+02
4.485219541644120379e-31	1.603839999999999861e+02
6.695123529094247882e-31	1.603839999999999861e+02
3.180318918364686299e-32	1.603839999999999861e+02
2.468606720328988063e-31	1.603870000000000005e+02
6.381299349708125865e-33	1.603930000000000007e+02
2.477166938844272202e-31	1.603990000000000009e+02
9.951723255943426415e-30	1.604010000000000105e+02
8.676090266895603673e-30	1.604050000000000011e+02
1.202609596762455631e-29	1.604070000000000107e+02
3.979258567746850555e-30	1.604079999999999870e+02
9.729854606928532345e-30	1.604099999999999966e+02
1.278983521713301425e-29	1.604120000000000061e+02
7.787686677350734745e-29	1.604139999999999873e+02
1.231215076856438429e-31	1.604190000000000111e+02
2.192535671048246625e-32	1.604190000000000111e+02
1.137570986659103682e-30	1.604209999999999923e+02
9.510571006858637066e-31	1.604250000000000114e+02
2.100244121752028666e-30	1.604259999999999877e+02
2.607149766411137844e-31	1.604279999999999973e+02
5.484390260222525905e-30	1.604279999999999973e+02
3.079356882455500378e-31	1.604360000000000070e+02
8.838594352381914805e-32	1.604370000000000118e+02
1.905129289647263800e-28	1.604389999999999930e+02
1.101793313752289202e-30	1.604470000000000027e+02
4.273639931769913601e-30	1.604550000000000125e+02
6.722154247434363717e-31	1.604550000000000125e+02
1.448275468402723644e-31	1.604550000000000125e+02
9.281179025408150710e-31	1.604559999999999889e+02
1.592400474955178803e-29	1.604629999999999939e+02
4.224407354436707603e-30	1.604650000000000034e+02
7.545989551941817522e-32	1.604650000000000034e+02
7.425864962610539391e-34	1.604670000000000130e+02
2.380370780942325802e-32	1.604670000000000130e+02
6.166606543220952133e-30	1.604799999999999898e+02
6.177364663234277192e-30	1.604809999999999945e+02
4.854964619232171338e-28	1.604879999999999995e+02
3.584471630422194674e-31	1.604919999999999902e+02
7.756907542623846803e-31	1.604960000000000093e+02
3.303193701264374346e-30	1.604970000000000141e+02
1.666965379215977614e-30	1.604970000000000141e+02
1.448605783479694945e-32	1.605000000000000000e+02
1.004164941797043619e-29	1.605020000000000095e+02
7.932080456922994572e-30	1.605109999999999957e+02
1.214287193066560908e-30	1.605109999999999957e+02
3.118765811589398358e-29	1.605229999999999961e+02
1.648418845235095822e-32	1.605360000000000014e+02
6.455410584868021010e-30	1.605420000000000016e+02
3.727722918128111551e-31	1.605480000000000018e+02
1.906154041449724215e-30	1.605490000000000066e+02
6.432826931771154873e-30	1.605610000000000070e+02
1.444476271441526495e-30	1.605620000000000118e+02
6.003196326841712094e-30	1.605660000000000025e+02
2.615818810765261944e-30	1.605689999999999884e+02
2.242687354812787780e-31	1.605740000000000123e+02
7.005188135553352653e-31	1.605740000000000123e+02
9.855652579296456717e-33	1.605790000000000077e+02
8.799270341092773094e-31	1.605790000000000077e+02
4.635840725601909877e-31	1.605900000000000034e+02
4.999084850060161126e-32	1.605939999999999941e+02
8.546043654223786994e-30	1.605960000000000036e+02
3.692348875553133809e-31	1.605980000000000132e+02
4.860784958333896244e-31	1.605980000000000132e+02
1.296446587854724288e-30	1.606009999999999991e+02
5.156390723622412516e-32	1.606100000000000136e+02
5.510199327548539285e-32	1.606119999999999948e+02
1.837204492334906389e-30	1.606270000000000095e+02
6.241690266475682419e-32	1.606339999999999861e+02
5.939189859993931756e-30	1.606370000000000005e+02
2.363574097234685184e-30	1.606430000000000007e+02
2.176100349531434349e-30	1.606430000000000007e+02
8.320427607459859123e-30	1.606450000000000102e+02
5.461154961262003353e-30	1.606450000000000102e+02
4.245689405020016044e-31	1.606479999999999961e+02
3.884245091099817608e-32	1.606500000000000057e+02
1.433895147535424975e-27	1.606510000000000105e+02
8.416879738426155802e-30	1.606579999999999870e+02
4.144316372260046301e-31	1.606649999999999920e+02
1.498824465938783636e-30	1.606659999999999968e+02
2.477339500540722070e-31	1.606659999999999968e+02
7.329191656548339845e-30	1.606680000000000064e+02
7.883941456437933148e-31	1.606690000000000111e+02
5.858870005587258941e-29	1.606810000000000116e+02
1.277310810556963095e-30	1.606819999999999879e+02
1.940093888452092553e-30	1.606920000000000073e+02
4.518688388789717672e-32	1.606959999999999980e+02
5.505806764750663413e-31	1.606959999999999980e+02
1.811182231128049712e-30	1.606980000000000075e+02
7.864111550054310227e-30	1.606999999999999886e+02
6.425586003496477589e-31	1.606999999999999886e+02
5.234260759564620755e-30	1.607069999999999936e+02
7.951738918454837411e-32	1.607110000000000127e+02
8.169901499485668679e-31	1.607139999999999986e+02
1.021296349335280971e-30	1.607239999999999895e+02
